team_id
abkhazia
afghanistan
aland_islands
albania
alderney
algeria
ambazonia
american_samoa
andalusia
andorra
angola
anguilla
antigua_and_barbuda
arameans_suryoye
argentina
armenia
artsakh
aruba
asturias
australia
austria
aymara
azerbaijan
bahamas
bahrain
bangladesh
barawa
barbados
basque_country
belarus
belgium
belize
benin
bermuda
bhutan
biafra
bolivia
bonaire
bosnia_and_herzegovina
botswana
brazil
british_virgin_islands
brittany
brunei
bulgaria
burkina_faso
burundi
cambodia
cameroon
canada
canary_islands
cape_verde
cascadia
catalonia
cayman_islands
central_african_republic
central_spain
chad
chagos_islands
chameria
chechnya
chile
china
cilento
colombia
comoros
congo
cook_islands
corsica
costa_rica
county_of_nice
crimea
croatia
cuba
curacao
cyprus
czech_republic
czechoslovakia
darfur
delvidek
denmark
djibouti
dominica
dominican_republic
donetsk_pr
dr_congo
east_turkestan
ecuador
egypt
el_salvador
elba_island
ellan_vannin
england
equatorial_guinea
eritrea
estonia
eswatini
ethiopia
falkland_islands
faroe_islands
felvidek
fiji
finland
france
franconia
french_guiana
frya
gabon
gagauzia
galicia
gambia
georgia
german_dr
germany
ghana
gibraltar
gotland
gozo
greece
greenland
grenada
guadeloupe
guam
guatemala
guernsey
guinea
guinea_bissau
guyana
haiti
hitra
hmong
honduras
hong_kong
hungary
iceland
india
indonesia
iran
iraq
iraqi_kurdistan
isle_of_man
isle_of_wight
israel
italy
ivory_coast
jamaica
japan
jersey
jordan
kabylia
karpatalja
kazakhstan
kenya
kernow
kiribati
kosovo
kurdistan
kuwait
kyrgyzstan
laos
latvia
lebanon
lesotho
liberia
libya
liechtenstein
lithuania
luhansk_pr
luxembourg
macau
madagascar
madrid
malawi
malaysia
maldives
mali
malta
manchukuo
mapuche
marshall_islands
martinique
matabeleland
maule_sur
mauritania
mauritius
mayotte
menorca
mexico
micronesia
moldova
monaco
mongolia
montenegro
montserrat
morocco
mozambique
myanmar
namibia
nepal
netherlands
new_caledonia
new_zealand
nicaragua
niger
nigeria
niue
north_korea
north_macedonia
north_vietnam
northern_cyprus
northern_ireland
northern_mariana_islands
norway
occitania
oman
orkney
padania
pakistan
palau
palestine
panama
panjab
papua_new_guinea
paraguay
parishes_of_jersey
peru
philippines
poland
portugal
provence
puerto_rico
qatar
quebec
raetia
republic_of_ireland
republic_of_st_pauli
reunion
rhodes
romani_people
romania
russia
rwanda
ryukyu
saare_county
saarland
saint_barthelemy
saint_helena
saint_kitts_and_nevis
saint_lucia
saint_martin
saint_pierre_and_miquelon
saint_vincent_and_the_grenadines
samoa
san_marino
sao_tome_and_principe
sapmi
sark
saudi_arabia
saugeais
scotland
sealand
seborga
senegal
serbia
seychelles
shetland
sierra_leone
silesia
singapore
sint_maarten
slovakia
slovenia
solomon_islands
somalia
somaliland
south_africa
south_korea
south_ossetia
south_sudan
south_yemen
spain
sri_lanka
sudan
suriname
surrey
sweden
switzerland
syria
szekely_land
tahiti
taiwan
tajikistan
tamil_eelam
tanzania
thailand
tibet
ticino
timor_leste
togo
tonga
trinidad_and_tobago
tunisia
turkey
turkmenistan
turks_and_caicos_islands
tuvalu
two_sicilies
uganda
ukraine
united_arab_emirates
united_koreans_in_japan
united_states
united_states_virgin_islands
uruguay
uzbekistan
vanuatu
vatican_city
venezuela
vietnam
vietnam_republic
wales
wallis_islands_and_futuna
west_papua
western_armenia
western_australia
western_isles
western_sahara
yemen
yemen_dpr
ynys_mon
yorkshire
yoruba_nation
yugoslavia
zambia
zanzibar
zimbabwe
